Week,Airports,Class,Passengers
1991-02-04,MEL-ADL,First,323.0
1991-02-11,MEL-ADL,First,290.0
1991-02-18,MEL-ADL,First,314.0
1991-02-25,MEL-ADL,First,276.0
1991-03-04,MEL-ADL,First,274.0
1991-03-11,MEL-ADL,First,357.0
1991-03-18,MEL-ADL,First,278.0
1991-03-25,MEL-ADL,First,208.0
1991-04-01,MEL-ADL,First,308.0
1991-04-08,MEL-ADL,First,276.0
1991-04-15,MEL-ADL,First,291.0
1991-04-22,MEL-ADL,First,297.0
1991-04-29,MEL-ADL,First,292.0
1991-05-06,MEL-ADL,First,238.0
1991-05-13,MEL-ADL,First,271.0
1991-05-20,MEL-ADL,First,289.0
1991-05-27,MEL-ADL,First,297.0
1991-06-03,MEL-ADL,First,218.0
1991-06-10,MEL-ADL,First,301.0
1991-06-17,MEL-ADL,First,283.0
1991-06-24,MEL-ADL,First,247.0
1991-07-01,MEL-ADL,First,313.0
1991-07-08,MEL-ADL,First,245.0
1991-07-15,MEL-ADL,First,271.0
1991-07-22,MEL-ADL,First,258.0
1991-07-29,MEL-ADL,First,286.0
1991-08-05,MEL-ADL,First,285.0
1991-08-12,MEL-ADL,First,199.0
1991-08-19,MEL-ADL,First,305.0
1991-08-26,MEL-ADL,First,300.0
1991-09-02,MEL-ADL,First,300.0
1991-09-09,MEL-ADL,First,276.0
1991-09-16,MEL-ADL,First,348.0
1991-09-23,MEL-ADL,First,271.0
1991-09-30,MEL-ADL,First,221.0
1991-10-07,MEL-ADL,First,285.0
1991-10-14,MEL-ADL,First,317.0
1991-10-21,MEL-ADL,First,318.0
1991-10-28,MEL-ADL,First,355.0
1991-11-04,MEL-ADL,First,298.0
1991-11-11,MEL-ADL,First,260.0
1991-11-18,MEL-ADL,First,295.0
1991-11-25,MEL-ADL,First,232.0
1991-12-02,MEL-ADL,First,212.0
1991-12-09,MEL-ADL,First,221.0
1991-12-16,MEL-ADL,First,52.0
1991-12-23,MEL-ADL,First,98.0
1991-12-30,MEL-ADL,First,162.0
1992-01-06,MEL-ADL,First,158.0
1992-01-13,MEL-ADL,First,203.0
1992-01-20,MEL-ADL,First,183.0
1992-01-27,MEL-ADL,First,395.0
1992-02-03,MEL-ADL,First,685.0
1992-02-10,MEL-ADL,First,603.0
1992-02-17,MEL-ADL,First,608.0
1992-02-24,MEL-ADL,First,726.0
1992-03-02,MEL-ADL,First,743.0
1992-03-09,MEL-ADL,First,741.0
1992-03-16,MEL-ADL,First,619.0
1992-03-23,MEL-ADL,First,574.0
1992-03-30,MEL-ADL,First,534.0
1992-04-06,MEL-ADL,First,460.0
1992-04-13,MEL-ADL,First,466.0
1992-04-20,MEL-ADL,First,595.0
1992-04-27,MEL-ADL,First,632.0
1992-05-04,MEL-ADL,First,656.0
1992-05-11,MEL-ADL,First,665.0
1992-05-18,MEL-ADL,First,498.0
1992-05-25,MEL-ADL,First,473.0
1992-06-01,MEL-ADL,First,423.0
1992-06-08,MEL-ADL,First,453.0
1992-06-15,MEL-ADL,First,282.0
1992-06-22,MEL-ADL,First,342.0
1992-06-29,MEL-ADL,First,401.0
1992-07-06,MEL-ADL,First,320.0
1992-07-13,MEL-ADL,First,392.0
1992-07-20,MEL-ADL,First,309.0
1992-07-27,MEL-ADL,First,330.0
1992-08-03,MEL-ADL,First,379.0
1992-08-10,MEL-ADL,First,381.0
1992-08-17,MEL-ADL,First,406.0
1992-08-24,MEL-ADL,First,370.0
1992-08-31,MEL-ADL,First,355.0
1992-09-07,MEL-ADL,First,347.0
1992-09-14,MEL-ADL,First,426.0
1992-09-21,MEL-ADL,First,415.0
1992-09-28,MEL-ADL,First,363.0
1992-10-05,MEL-ADL,First,362.0
1992-10-12,MEL-ADL,First,453.0
1992-10-19,MEL-ADL,First,389.0
1992-10-26,MEL-ADL,First,440.0
1992-11-02,MEL-ADL,First,523.0
1992-11-09,MEL-ADL,First,414.0
1992-11-16,MEL-ADL,First,418.0
1989-07-10,MEL-BNE,Business,248.0
1989-07-17,MEL-BNE,Business,381.0
1989-07-24,MEL-BNE,Business,321.0
1989-07-31,MEL-BNE,Business,369.0
1989-08-07,MEL-BNE,Business,368.0
1989-08-14,MEL-BNE,Business,198.0
1989-08-21,MEL-BNE,Business,0.0
1989-08-28,MEL-BNE,Business,0.0
1989-09-04,MEL-BNE,Business,0.0
1989-09-11,MEL-BNE,Business,0.0
1989-09-18,MEL-BNE,Business,0.0
1989-09-25,MEL-BNE,Business,0.0
1989-10-02,MEL-BNE,Business,0.0
1989-10-09,MEL-BNE,Business,88.0
1989-10-16,MEL-BNE,Business,91.0
1989-10-23,MEL-BNE,Business,41.0
1989-10-30,MEL-BNE,Business,28.0
1989-11-06,MEL-BNE,Business,39.0
1989-11-13,MEL-BNE,Business,24.0
1989-11-20,MEL-BNE,Business,31.0
1989-11-27,MEL-BNE,Business,32.0
1989-12-04,MEL-BNE,Business,12.0
1989-12-11,MEL-BNE,Business,35.0
1989-12-18,MEL-BNE,Business,8.0
1989-12-25,MEL-BNE,Business,104.0
1990-01-01,MEL-BNE,Business,153.0
1990-01-08,MEL-BNE,Business,185.0
1990-01-15,MEL-BNE,Business,130.0
1990-01-22,MEL-BNE,Business,125.0
1990-01-29,MEL-BNE,Business,150.0
1990-02-05,MEL-BNE,Business,214.0
1990-02-12,MEL-BNE,Business,143.0
1990-02-19,MEL-BNE,Business,158.0
1990-02-26,MEL-BNE,Business,256.0
1990-03-05,MEL-BNE,Business,259.0
1990-03-12,MEL-BNE,Business,259.0
1990-03-19,MEL-BNE,Business,358.0
1990-03-26,MEL-BNE,Business,285.0
1990-04-02,MEL-BNE,Business,302.0
1990-04-09,MEL-BNE,Business,211.0
1990-04-16,MEL-BNE,Business,276.0
1990-04-23,MEL-BNE,Business,320.0
1990-04-30,MEL-BNE,Business,249.0
1990-05-07,MEL-BNE,Business,254.0
1990-05-14,MEL-BNE,Business,263.0
1990-05-21,MEL-BNE,Business,279.0
1990-05-28,MEL-BNE,Business,225.0
1990-06-04,MEL-BNE,Business,238.0
1990-06-11,MEL-BNE,Business,264.0
1990-06-18,MEL-BNE,Business,258.0
1990-06-25,MEL-BNE,Business,265.0
1990-07-02,MEL-BNE,Business,292.0
1990-07-09,MEL-BNE,Business,314.0
1990-07-16,MEL-BNE,Business,338.0
1990-07-23,MEL-BNE,Business,319.0
1990-07-30,MEL-BNE,Business,285.0
1990-08-06,MEL-BNE,Business,232.0
1990-08-13,MEL-BNE,Business,297.0
1990-08-20,MEL-BNE,Business,301.0
1990-08-27,MEL-BNE,Business,250.0
1990-09-03,MEL-BNE,Business,308.0
1990-09-10,MEL-BNE,Business,280.0
1990-09-17,MEL-BNE,Business,204.0
1990-09-24,MEL-BNE,Business,319.0
1990-10-01,MEL-BNE,Business,372.0
1990-10-08,MEL-BNE,Business,362.0
1990-10-15,MEL-BNE,Business,248.0
1990-10-22,MEL-BNE,Business,365.0
1990-10-29,MEL-BNE,Business,268.0
1990-11-05,MEL-BNE,Business,285.0
1990-11-12,MEL-BNE,Business,321.0
1990-11-19,MEL-BNE,Business,354.0
1990-11-26,MEL-BNE,Business,284.0
1990-12-03,MEL-BNE,Business,256.0
1990-12-10,MEL-BNE,Business,197.0
1990-12-17,MEL-BNE,Business,103.0
1990-12-24,MEL-BNE,Business,90.0
1990-12-31,MEL-BNE,Business,121.0
1991-01-07,MEL-BNE,Business,186.0
1991-01-14,MEL-BNE,Business,160.0
1991-01-21,MEL-BNE,Business,170.0
1991-01-28,MEL-BNE,Business,275.0
1991-02-04,MEL-BNE,Business,253.0
1991-02-11,MEL-BNE,Business,193.0
1991-02-18,MEL-BNE,Business,258.0
1991-02-25,MEL-BNE,Business,349.0
1991-03-04,MEL-BNE,Business,401.0
1991-03-11,MEL-BNE,Business,443.0
1991-03-18,MEL-BNE,Business,249.0
1991-03-25,MEL-BNE,Business,206.0
1991-04-01,MEL-BNE,Business,373.0
1991-04-08,MEL-BNE,Business,399.0
1991-04-15,MEL-BNE,Business,366.0
1991-04-22,MEL-BNE,Business,361.0
1991-04-29,MEL-BNE,Business,302.0
1991-05-06,MEL-BNE,Business,388.0
1991-05-13,MEL-BNE,Business,323.0
1991-05-20,MEL-BNE,Business,310.0
1991-05-27,MEL-BNE,Business,331.0
1991-06-03,MEL-BNE,Business,342.0
1991-06-10,MEL-BNE,Business,273.0
1991-06-17,MEL-BNE,Business,295.0
1991-06-24,MEL-BNE,Business,300.0
1991-07-01,MEL-BNE,Business,267.0
1991-07-08,MEL-BNE,Business,305.0
1991-07-15,MEL-BNE,Business,394.0
1991-07-22,MEL-BNE,Business,278.0
1991-07-29,MEL-BNE,Business,306.0
1991-08-05,MEL-BNE,Business,275.0
1991-08-12,MEL-BNE,Business,338.0
1991-08-19,MEL-BNE,Business,287.0
1991-08-26,MEL-BNE,Business,276.0
1991-09-02,MEL-BNE,Business,348.0
1991-09-09,MEL-BNE,Business,322.0
1991-09-16,MEL-BNE,Business,303.0
1991-09-23,MEL-BNE,Business,286.0
1991-09-30,MEL-BNE,Business,289.0
1991-10-07,MEL-BNE,Business,286.0
1991-10-14,MEL-BNE,Business,388.0
1991-10-21,MEL-BNE,Business,349.0
1991-10-28,MEL-BNE,Business,269.0
1991-11-04,MEL-BNE,Business,348.0
1991-11-11,MEL-BNE,Business,330.0
1991-11-18,MEL-BNE,Business,319.0
1991-11-25,MEL-BNE,Business,331.0
1991-12-02,MEL-BNE,Business,288.0
1991-12-09,MEL-BNE,Business,252.0
1991-12-16,MEL-BNE,Business,118.0
1991-12-23,MEL-BNE,Business,108.0
1991-12-30,MEL-BNE,Business,164.0
1992-01-06,MEL-BNE,Business,207.0
1992-01-13,MEL-BNE,Business,213.0
1992-01-20,MEL-BNE,Business,238.0
1992-01-27,MEL-BNE,Business,280.0
1992-02-03,MEL-BNE,Business,298.0
1992-02-10,MEL-BNE,Business,320.0
1992-02-17,MEL-BNE,Business,380.0
1992-02-24,MEL-BNE,Business,398.0
1992-03-02,MEL-BNE,Business,368.0
1992-03-09,MEL-BNE,Business,355.0
1992-03-16,MEL-BNE,Business,1421.0
1992-03-23,MEL-BNE,Business,1520.0
1992-03-30,MEL-BNE,Business,1688.0
1992-04-06,MEL-BNE,Business,1532.0
1992-04-13,MEL-BNE,Business,1278.0
1992-04-20,MEL-BNE,Business,1719.0
1992-04-27,MEL-BNE,Business,1210.0
1992-05-04,MEL-BNE,Business,1437.0
1992-05-11,MEL-BNE,Business,1384.0
1992-05-18,MEL-BNE,Business,1253.0
1992-05-25,MEL-BNE,Business,1047.0
1992-06-01,MEL-BNE,Business,1065.0
1992-06-08,MEL-BNE,Business,1193.0
1992-06-15,MEL-BNE,Business,790.0
1992-06-22,MEL-BNE,Business,714.0
1992-06-29,MEL-BNE,Business,765.0
1992-07-06,MEL-BNE,Business,710.0
1992-07-13,MEL-BNE,Business,716.0
1992-07-20,MEL-BNE,Business,550.0
1992-07-27,MEL-BNE,Business,600.0
1992-08-03,MEL-BNE,Business,607.0
1992-08-10,MEL-BNE,Business,553.0
1992-08-17,MEL-BNE,Business,579.0
1992-08-24,MEL-BNE,Business,547.0
1992-08-31,MEL-BNE,Business,558.0
1992-09-07,MEL-BNE,Business,578.0
1992-09-14,MEL-BNE,Business,515.0
1992-09-21,MEL-BNE,Business,641.0
1992-09-28,MEL-BNE,Business,518.0
1992-10-05,MEL-BNE,Business,564.0
1992-10-12,MEL-BNE,Business,643.0
1992-10-19,MEL-BNE,Business,565.0
1992-10-26,MEL-BNE,Business,510.0
1992-11-02,MEL-BNE,Business,531.0
1992-11-09,MEL-BNE,Business,585.0
1992-11-16,MEL-BNE,Business,609.0
1987-06-22,MEL-BNE,Economy,4545.0
1987-06-29,MEL-BNE,Economy,4809.0
1987-07-06,MEL-BNE,Economy,4660.0
1987-07-13,MEL-BNE,Economy,4023.0
1987-07-20,MEL-BNE,Economy,4075.0
1987-07-27,MEL-BNE,Economy,4020.0
1987-08-03,MEL-BNE,Economy,4041.0
1987-08-10,MEL-BNE,Economy,4015.0
1987-08-17,MEL-BNE,Economy,4293.0
1987-08-24,MEL-BNE,Economy,4536.0
1987-08-31,MEL-BNE,Economy,4781.0
1987-09-07,MEL-BNE,Economy,5328.0
1987-09-21,MEL-BNE,Economy,5797.0
1987-09-28,MEL-BNE,Economy,4757.0
1987-10-05,MEL-BNE,Economy,4180.0
1987-10-12,MEL-BNE,Economy,4155.0
1987-10-19,MEL-BNE,Economy,4219.0
1987-10-26,MEL-BNE,Economy,3621.0
1987-11-02,MEL-BNE,Economy,3683.0
1987-11-09,MEL-BNE,Economy,3704.0
1987-11-16,MEL-BNE,Economy,3775.0
1987-11-23,MEL-BNE,Economy,3648.0
1987-11-30,MEL-BNE,Economy,3633.0
1987-12-07,MEL-BNE,Economy,3934.0
1987-12-14,MEL-BNE,Economy,4741.0
1987-12-21,MEL-BNE,Economy,4661.0
1987-12-28,MEL-BNE,Economy,4906.0
1988-01-04,MEL-BNE,Economy,5327.0
1988-01-11,MEL-BNE,Economy,5158.0
1988-01-18,MEL-BNE,Economy,3724.0
1988-01-25,MEL-BNE,Economy,3838.0
1988-02-01,MEL-BNE,Economy,3308.0
1988-02-08,MEL-BNE,Economy,3526.0
1988-02-15,MEL-BNE,Economy,2908.0
1988-02-22,MEL-BNE,Economy,3582.0
1988-02-29,MEL-BNE,Economy,3457.0
1988-03-07,MEL-BNE,Economy,3437.0
1988-03-14,MEL-BNE,Economy,4419.0
1988-03-21,MEL-BNE,Economy,4601.0
1988-03-28,MEL-BNE,Economy,3762.0
1988-04-04,MEL-BNE,Economy,3844.0
1988-04-11,MEL-BNE,Economy,3437.0
1988-04-18,MEL-BNE,Economy,3397.0
1988-04-25,MEL-BNE,Economy,4244.0
1988-05-02,MEL-BNE,Economy,4060.0
1988-05-09,MEL-BNE,Economy,4434.0
1988-05-16,MEL-BNE,Economy,4558.0
1988-05-23,MEL-BNE,Economy,4068.0
1988-05-30,MEL-BNE,Economy,4000.0
1988-06-06,MEL-BNE,Economy,4245.0
1988-06-13,MEL-BNE,Economy,5297.0
1988-06-20,MEL-BNE,Economy,6278.0
1988-06-27,MEL-BNE,Economy,6108.0
1988-07-04,MEL-BNE,Economy,5574.0
1988-07-11,MEL-BNE,Economy,5154.0
1988-07-18,MEL-BNE,Economy,4938.0
1988-07-25,MEL-BNE,Economy,5541.0
1988-08-01,MEL-BNE,Economy,5458.0
1988-08-08,MEL-BNE,Economy,5300.0
1988-08-15,MEL-BNE,Economy,5865.0
1988-08-22,MEL-BNE,Economy,6064.0
1988-08-29,MEL-BNE,Economy,6776.0
1988-09-05,MEL-BNE,Economy,7145.0
1988-09-12,MEL-BNE,Economy,6262.0
1988-09-19,MEL-BNE,Economy,7165.0
1988-09-26,MEL-BNE,Economy,4576.0
1988-10-03,MEL-BNE,Economy,5601.0
1988-10-10,MEL-BNE,Economy,5148.0
1988-10-17,MEL-BNE,Economy,5131.0
1988-10-24,MEL-BNE,Economy,4348.0
1988-10-31,MEL-BNE,Economy,4133.0
1988-11-07,MEL-BNE,Economy,4321.0
1988-11-14,MEL-BNE,Economy,4048.0
1988-11-21,MEL-BNE,Economy,3616.0
1988-11-28,MEL-BNE,Economy,4006.0
1988-12-05,MEL-BNE,Economy,4554.0
1988-12-12,MEL-BNE,Economy,4770.0
1988-12-19,MEL-BNE,Economy,3269.0
1988-12-26,MEL-BNE,Economy,4869.0
1989-01-02,MEL-BNE,Economy,4057.0
1989-01-09,MEL-BNE,Economy,4609.0
1989-01-16,MEL-BNE,Economy,4322.0
1989-01-23,MEL-BNE,Economy,3752.0
1989-01-30,MEL-BNE,Economy,3597.0
1989-02-06,MEL-BNE,Economy,3922.0
1989-02-13,MEL-BNE,Economy,3653.0
1989-02-20,MEL-BNE,Economy,4343.0
1989-02-27,MEL-BNE,Economy,4203.0
1989-03-06,MEL-BNE,Economy,4910.0
1989-03-13,MEL-BNE,Economy,4898.0
1989-03-20,MEL-BNE,Economy,4445.0
1989-03-27,MEL-BNE,Economy,4908.0
1989-04-03,MEL-BNE,Economy,4685.0
1989-04-10,MEL-BNE,Economy,4551.0
1989-04-17,MEL-BNE,Economy,3938.0
1989-04-24,MEL-BNE,Economy,3974.0
1989-05-01,MEL-BNE,Economy,3668.0
1989-05-08,MEL-BNE,Economy,3943.0
1989-05-15,MEL-BNE,Economy,4266.0
1989-05-22,MEL-BNE,Economy,3715.0
1989-05-29,MEL-BNE,Economy,4075.0
1989-06-05,MEL-BNE,Economy,4298.0
1989-06-12,MEL-BNE,Economy,4785.0
1989-06-19,MEL-BNE,Economy,5430.0
1989-06-26,MEL-BNE,Economy,5880.0
1989-07-03,MEL-BNE,Economy,5379.0
1989-07-10,MEL-BNE,Economy,3966.0
1989-07-17,MEL-BNE,Economy,4321.0
1989-07-24,MEL-BNE,Economy,4111.0
1989-07-31,MEL-BNE,Economy,3878.0
1989-08-07,MEL-BNE,Economy,3778.0
1989-08-14,MEL-BNE,Economy,1895.0
1989-08-21,MEL-BNE,Economy,0.0
1989-08-28,MEL-BNE,Economy,0.0
1989-09-04,MEL-BNE,Economy,0.0
1989-09-11,MEL-BNE,Economy,0.0
1989-09-18,MEL-BNE,Economy,0.0
1989-09-25,MEL-BNE,Economy,0.0
1989-10-02,MEL-BNE,Economy,0.0
1989-10-09,MEL-BNE,Economy,1183.0
1989-10-16,MEL-BNE,Economy,1496.0
1989-10-23,MEL-BNE,Economy,1507.0
1989-10-30,MEL-BNE,Economy,1216.0
1989-11-06,MEL-BNE,Economy,3109.0
1989-11-13,MEL-BNE,Economy,3389.0
1989-11-20,MEL-BNE,Economy,3391.0
1989-11-27,MEL-BNE,Economy,3411.0
1989-12-04,MEL-BNE,Economy,3104.0
1989-12-11,MEL-BNE,Economy,4765.0
1989-12-18,MEL-BNE,Economy,3406.0
1989-12-25,MEL-BNE,Economy,4670.0
1990-01-01,MEL-BNE,Economy,5173.0
1990-01-08,MEL-BNE,Economy,5714.0
1990-01-15,MEL-BNE,Economy,4595.0
1990-01-22,MEL-BNE,Economy,5361.0
1990-01-29,MEL-BNE,Economy,4441.0
1990-02-05,MEL-BNE,Economy,4939.0
1990-02-12,MEL-BNE,Economy,4836.0
1990-02-19,MEL-BNE,Economy,4830.0
1990-02-26,MEL-BNE,Economy,4403.0
1990-03-05,MEL-BNE,Economy,4599.0
1990-03-12,MEL-BNE,Economy,4474.0
1990-03-19,MEL-BNE,Economy,4549.0
1990-03-26,MEL-BNE,Economy,4619.0
1990-04-02,MEL-BNE,Economy,5961.0
1990-04-09,MEL-BNE,Economy,4996.0
1990-04-16,MEL-BNE,Economy,5301.0
1990-04-23,MEL-BNE,Economy,5190.0
1990-04-30,MEL-BNE,Economy,4166.0
1990-05-07,MEL-BNE,Economy,3813.0
1990-05-14,MEL-BNE,Economy,3882.0
1990-05-21,MEL-BNE,Economy,4206.0
1990-05-28,MEL-BNE,Economy,3815.0
1990-06-04,MEL-BNE,Economy,4332.0
1990-06-11,MEL-BNE,Economy,4411.0
1990-06-18,MEL-BNE,Economy,4687.0
1990-06-25,MEL-BNE,Economy,5495.0
1990-07-02,MEL-BNE,Economy,5718.0
1990-07-09,MEL-BNE,Economy,5836.0
1990-07-16,MEL-BNE,Economy,4772.0
1990-07-23,MEL-BNE,Economy,4663.0
1990-07-30,MEL-BNE,Economy,5001.0
1990-08-06,MEL-BNE,Economy,4866.0
1990-08-13,MEL-BNE,Economy,4740.0
1990-08-20,MEL-BNE,Economy,4612.0
1990-08-27,MEL-BNE,Economy,5047.0
1990-09-03,MEL-BNE,Economy,5463.0
1990-09-10,MEL-BNE,Economy,5987.0
1990-09-17,MEL-BNE,Economy,4854.0
1990-09-24,MEL-BNE,Economy,6073.0
1990-10-01,MEL-BNE,Economy,5950.0
1990-10-08,MEL-BNE,Economy,5354.0
1990-10-15,MEL-BNE,Economy,5167.0
1990-10-22,MEL-BNE,Economy,4959.0
1990-10-29,MEL-BNE,Economy,4900.0
1990-11-05,MEL-BNE,Economy,4573.0
1990-11-12,MEL-BNE,Economy,4669.0
1990-11-19,MEL-BNE,Economy,4480.0
1990-11-26,MEL-BNE,Economy,4907.0
1990-12-03,MEL-BNE,Economy,4468.0
1990-12-10,MEL-BNE,Economy,5812.0
1990-12-17,MEL-BNE,Economy,4937.0
1990-12-24,MEL-BNE,Economy,5569.0
1990-12-31,MEL-BNE,Economy,5830.0
1991-01-07,MEL-BNE,Economy,5767.0
1991-01-14,MEL-BNE,Economy,5531.0
1991-01-21,MEL-BNE,Economy,4589.0
1991-01-28,MEL-BNE,Economy,4728.0
1991-02-04,MEL-BNE,Economy,4488.0
1991-02-11,MEL-BNE,Economy,4198.0
1991-02-18,MEL-BNE,Economy,4729.0
1991-02-25,MEL-BNE,Economy,4375.0
1991-03-04,MEL-BNE,Economy,4349.0
1991-03-11,MEL-BNE,Economy,5006.0
1991-03-18,MEL-BNE,Economy,4571.0
1991-03-25,MEL-BNE,Economy,4585.0
1991-04-01,MEL-BNE,Economy,4989.0
1991-04-08,MEL-BNE,Economy,5371.0
1991-04-15,MEL-BNE,Economy,5329.0
1991-04-22,MEL-BNE,Economy,5349.0
1991-04-29,MEL-BNE,Economy,4427.0
1991-05-06,MEL-BNE,Economy,4840.0
1991-05-13,MEL-BNE,Economy,4545.0
1991-05-20,MEL-BNE,Economy,4261.0
1991-05-27,MEL-BNE,Economy,4860.0
1991-06-03,MEL-BNE,Economy,5379.0
1991-06-10,MEL-BNE,Economy,4852.0
1991-06-17,MEL-BNE,Economy,5415.0
1991-06-24,MEL-BNE,Economy,6099.0
1991-07-01,MEL-BNE,Economy,6954.0
1991-07-08,MEL-BNE,Economy,6812.0
1991-07-15,MEL-BNE,Economy,6075.0
1991-07-22,MEL-BNE,Economy,5107.0
1991-07-29,MEL-BNE,Economy,5609.0
1991-08-05,MEL-BNE,Economy,6115.0
1991-08-12,MEL-BNE,Economy,5985.0
1991-08-19,MEL-BNE,Economy,6318.0
1991-08-26,MEL-BNE,Economy,6483.0
1991-09-02,MEL-BNE,Economy,6918.0
1991-09-09,MEL-BNE,Economy,8444.0
1991-09-16,MEL-BNE,Economy,8066.0
1991-09-23,MEL-BNE,Economy,7675.0
1991-09-30,MEL-BNE,Economy,7320.0
1991-10-07,MEL-BNE,Economy,7128.0
1991-10-14,MEL-BNE,Economy,7418.0
1991-10-21,MEL-BNE,Economy,6560.0
1991-10-28,MEL-BNE,Economy,6141.0
1991-11-04,MEL-BNE,Economy,6641.0
1991-11-11,MEL-BNE,Economy,6915.0
1991-11-18,MEL-BNE,Economy,6870.0
1991-11-25,MEL-BNE,Economy,6767.0
1991-12-02,MEL-BNE,Economy,6905.0
1991-12-09,MEL-BNE,Economy,7062.0
1991-12-16,MEL-BNE,Economy,8605.0
1991-12-23,MEL-BNE,Economy,7494.0
1991-12-30,MEL-BNE,Economy,7792.0
1992-01-06,MEL-BNE,Economy,7700.0
1992-01-13,MEL-BNE,Economy,7052.0
1992-01-20,MEL-BNE,Economy,6054.0
1992-01-27,MEL-BNE,Economy,6076.0
1992-02-03,MEL-BNE,Economy,5529.0
1992-02-10,MEL-BNE,Economy,6017.0
1992-02-17,MEL-BNE,Economy,5972.0
1992-02-24,MEL-BNE,Economy,5524.0
1992-03-02,MEL-BNE,Economy,5841.0
1992-03-09,MEL-BNE,Economy,6105.0
1992-03-16,MEL-BNE,Economy,4919.0
1992-03-23,MEL-BNE,Economy,4657.0
1992-03-30,MEL-BNE,Economy,4863.0
1992-04-06,MEL-BNE,Economy,5045.0
1992-04-13,MEL-BNE,Economy,5246.0
1992-04-20,MEL-BNE,Economy,5661.0
1992-04-27,MEL-BNE,Economy,5539.0
1992-05-04,MEL-BNE,Economy,5426.0
1992-05-11,MEL-BNE,Economy,5468.0
1992-05-18,MEL-BNE,Economy,5560.0
1992-05-25,MEL-BNE,Economy,5961.0
1992-06-01,MEL-BNE,Economy,5659.0
1992-06-08,MEL-BNE,Economy,6400.0
1992-06-15,MEL-BNE,Economy,7072.0
1992-06-22,MEL-BNE,Economy,7932.0
1992-06-29,MEL-BNE,Economy,7950.0
1992-07-06,MEL-BNE,Economy,8125.0
1992-07-13,MEL-BNE,Economy,7714.0
1992-07-20,MEL-BNE,Economy,7047.0
1992-07-27,MEL-BNE,Economy,7441.0
1992-08-03,MEL-BNE,Economy,7469.0
1992-08-10,MEL-BNE,Economy,7065.0
1992-08-17,MEL-BNE,Economy,7339.0
1992-08-24,MEL-BNE,Economy,6978.0
1992-08-31,MEL-BNE,Economy,6984.0
1992-09-07,MEL-BNE,Economy,8475.0
1992-09-14,MEL-BNE,Economy,7960.0
1992-09-21,MEL-BNE,Economy,9532.0
1992-09-28,MEL-BNE,Economy,8400.0
1992-10-05,MEL-BNE,Economy,8131.0
1992-10-12,MEL-BNE,Economy,7492.0
1992-10-19,MEL-BNE,Economy,7709.0
1992-10-26,MEL-BNE,Economy,7134.0
1992-11-02,MEL-BNE,Economy,7291.0
1992-11-09,MEL-BNE,Economy,7372.0
1992-11-16,MEL-BNE,Economy,7475.0
1987-06-22,MEL-BNE,First,210.0
1987-06-29,MEL-BNE,First,251.0
1987-07-06,MEL-BNE,First,301.0
1987-07-13,MEL-BNE,First,261.0
1987-07-20,MEL-BNE,First,336.0
1987-07-27,MEL-BNE,First,256.0
1987-08-03,MEL-BNE,First,258.0
1987-08-10,MEL-BNE,First,253.0
1987-08-17,MEL-BNE,First,295.0
1987-08-24,MEL-BNE,First,287.0
1987-08-31,MEL-BNE,First,342.0
1987-09-07,MEL-BNE,First,245.0
1987-09-21,MEL-BNE,First,273.0
1987-09-28,MEL-BNE,First,272.0
1987-10-05,MEL-BNE,First,259.0
1987-10-12,MEL-BNE,First,290.0
1987-10-19,MEL-BNE,First,288.0
1987-10-26,MEL-BNE,First,227.0
1987-11-02,MEL-BNE,First,313.0
1987-11-09,MEL-BNE,First,277.0
1987-11-16,MEL-BNE,First,346.0
1987-11-23,MEL-BNE,First,323.0
1987-11-30,MEL-BNE,First,270.0
1987-12-07,MEL-BNE,First,214.0
1987-12-14,MEL-BNE,First,145.0
1987-12-21,MEL-BNE,First,109.0
1987-12-28,MEL-BNE,First,126.0
1988-01-04,MEL-BNE,First,188.0
1988-01-11,MEL-BNE,First,197.0
1988-01-18,MEL-BNE,First,201.0
1988-01-25,MEL-BNE,First,238.0
1988-02-01,MEL-BNE,First,241.0
1988-02-08,MEL-BNE,First,247.0
1988-02-15,MEL-BNE,First,195.0
1988-02-22,MEL-BNE,First,289.0
1988-02-29,MEL-BNE,First,274.0
1988-03-07,MEL-BNE,First,265.0
1988-03-14,MEL-BNE,First,294.0
1988-03-21,MEL-BNE,First,239.0
1988-03-28,MEL-BNE,First,177.0
1988-04-04,MEL-BNE,First,237.0
1988-04-11,MEL-BNE,First,307.0
1988-04-18,MEL-BNE,First,289.0
1988-04-25,MEL-BNE,First,293.0
1988-05-02,MEL-BNE,First,333.0
1988-05-09,MEL-BNE,First,363.0
1988-05-16,MEL-BNE,First,293.0
1988-05-23,MEL-BNE,First,250.0
1988-05-30,MEL-BNE,First,295.0
1988-06-06,MEL-BNE,First,239.0
1988-06-13,MEL-BNE,First,212.0
1988-06-20,MEL-BNE,First,280.0
1988-06-27,MEL-BNE,First,262.0
1988-07-04,MEL-BNE,First,378.0
1988-07-11,MEL-BNE,First,308.0
1988-07-18,MEL-BNE,First,319.0
1988-07-25,MEL-BNE,First,243.0
1988-08-01,MEL-BNE,First,287.0
1988-08-08,MEL-BNE,First,373.0
1988-08-15,MEL-BNE,First,328.0
1988-08-22,MEL-BNE,First,309.0
1988-08-29,MEL-BNE,First,359.0
1988-09-05,MEL-BNE,First,329.0
1988-09-12,MEL-BNE,First,306.0
1988-09-19,MEL-BNE,First,309.0
