Month,Animal,State,Count
1988-08-01,"Bulls, bullocks and steers",Queensland,134000.0
1988-09-01,"Bulls, bullocks and steers",Queensland,154900.0
1988-10-01,"Bulls, bullocks and steers",Queensland,128699.99999999999
1988-11-01,"Bulls, bullocks and steers",Queensland,133200.0
1988-12-01,"Bulls, bullocks and steers",Queensland,84700.0
1989-01-01,"Bulls, bullocks and steers",Queensland,58200.0
1989-02-01,"Bulls, bullocks and steers",Queensland,98900.0
1989-03-01,"Bulls, bullocks and steers",Queensland,122800.0
1989-04-01,"Bulls, bullocks and steers",Queensland,103400.0
1989-05-01,"Bulls, bullocks and steers",Queensland,119900.0
1989-06-01,"Bulls, bullocks and steers",Queensland,136600.0
1989-07-01,"Bulls, bullocks and steers",Queensland,138400.0
1989-08-01,"Bulls, bullocks and steers",Queensland,142200.0
1989-09-01,"Bulls, bullocks and steers",Queensland,148100.0
1989-10-01,"Bulls, bullocks and steers",Queensland,146500.0
1989-11-01,"Bulls, bullocks and steers",Queensland,145900.0
1989-12-01,"Bulls, bullocks and steers",Queensland,109000.0
1990-01-01,"Bulls, bullocks and steers",Queensland,73600.0
1990-02-01,"Bulls, bullocks and steers",Queensland,126200.0
1990-03-01,"Bulls, bullocks and steers",Queensland,159200.0
1990-04-01,"Bulls, bullocks and steers",Queensland,96600.0
1990-05-01,"Bulls, bullocks and steers",Queensland,119200.0
1990-06-01,"Bulls, bullocks and steers",Queensland,148600.0
1990-07-01,"Bulls, bullocks and steers",Queensland,151400.0
1990-08-01,"Bulls, bullocks and steers",Queensland,155100.0
1990-09-01,"Bulls, bullocks and steers",Queensland,173700.0
1990-10-01,"Bulls, bullocks and steers",Queensland,171900.0
1990-11-01,"Bulls, bullocks and steers",Queensland,164000.0
1990-12-01,"Bulls, bullocks and steers",Queensland,123900.0
1991-01-01,"Bulls, bullocks and steers",Queensland,72200.0
1991-02-01,"Bulls, bullocks and steers",Queensland,107200.0
1991-03-01,"Bulls, bullocks and steers",Queensland,121000.0
1991-04-01,"Bulls, bullocks and steers",Queensland,128699.99999999999
1991-05-01,"Bulls, bullocks and steers",Queensland,149600.0
1991-06-01,"Bulls, bullocks and steers",Queensland,155800.0
1991-07-01,"Bulls, bullocks and steers",Queensland,169800.0
1991-08-01,"Bulls, bullocks and steers",Queensland,165200.0
1991-09-01,"Bulls, bullocks and steers",Queensland,174600.0
1991-10-01,"Bulls, bullocks and steers",Queensland,175500.0
1991-11-01,"Bulls, bullocks and steers",Queensland,162000.0
1991-12-01,"Bulls, bullocks and steers",Queensland,103300.0
1992-01-01,"Bulls, bullocks and steers",Queensland,68300.0
1992-02-01,"Bulls, bullocks and steers",Queensland,111700.0
1992-03-01,"Bulls, bullocks and steers",Queensland,142700.0
1992-04-01,"Bulls, bullocks and steers",Queensland,134600.0
1992-05-01,"Bulls, bullocks and steers",Queensland,138200.0
1992-06-01,"Bulls, bullocks and steers",Queensland,134500.0
1992-07-01,"Bulls, bullocks and steers",Queensland,150100.0
1992-08-01,"Bulls, bullocks and steers",Queensland,156800.0
1992-09-01,"Bulls, bullocks and steers",Queensland,168500.0
1992-10-01,"Bulls, bullocks and steers",Queensland,157700.0
1992-11-01,"Bulls, bullocks and steers",Queensland,164900.0
1992-12-01,"Bulls, bullocks and steers",Queensland,113000.0
1993-01-01,"Bulls, bullocks and steers",Queensland,85300.0
1993-02-01,"Bulls, bullocks and steers",Queensland,117900.0
1993-03-01,"Bulls, bullocks and steers",Queensland,137000.0
1993-04-01,"Bulls, bullocks and steers",Queensland,147000.0
1993-05-01,"Bulls, bullocks and steers",Queensland,156200.0
1993-06-01,"Bulls, bullocks and steers",Queensland,158600.0
1993-07-01,"Bulls, bullocks and steers",Queensland,171600.0
1993-08-01,"Bulls, bullocks and steers",Queensland,170800.0
1993-09-01,"Bulls, bullocks and steers",Queensland,168900.0
1993-10-01,"Bulls, bullocks and steers",Queensland,172900.0
1993-11-01,"Bulls, bullocks and steers",Queensland,166200.0
1993-12-01,"Bulls, bullocks and steers",Queensland,101100.0
1994-01-01,"Bulls, bullocks and steers",Queensland,82900.0
1994-02-01,"Bulls, bullocks and steers",Queensland,126800.0
1994-03-01,"Bulls, bullocks and steers",Queensland,132900.0
1994-04-01,"Bulls, bullocks and steers",Queensland,125400.0
1994-05-01,"Bulls, bullocks and steers",Queensland,155800.0
1994-06-01,"Bulls, bullocks and steers",Queensland,125200.0
1994-07-01,"Bulls, bullocks and steers",Queensland,148900.0
1994-08-01,"Bulls, bullocks and steers",Queensland,155500.0
1994-09-01,"Bulls, bullocks and steers",Queensland,179900.0
1994-10-01,"Bulls, bullocks and steers",Queensland,152800.0
1994-11-01,"Bulls, bullocks and steers",Queensland,160000.0
1994-12-01,"Bulls, bullocks and steers",Queensland,120100.0
1995-01-01,"Bulls, bullocks and steers",Queensland,71700.0
1995-02-01,"Bulls, bullocks and steers",Queensland,95700.0
1995-03-01,"Bulls, bullocks and steers",Queensland,113800.0
1995-04-01,"Bulls, bullocks and steers",Queensland,109200.0
1995-05-01,"Bulls, bullocks and steers",Queensland,125700.0
1995-06-01,"Bulls, bullocks and steers",Queensland,163800.0
1995-07-01,"Bulls, bullocks and steers",Queensland,134700.0
1995-08-01,"Bulls, bullocks and steers",Queensland,159500.0
1995-09-01,"Bulls, bullocks and steers",Queensland,152900.0
1995-10-01,"Bulls, bullocks and steers",Queensland,110100.0
1995-11-01,"Bulls, bullocks and steers",Queensland,141800.0
1995-12-01,"Bulls, bullocks and steers",Queensland,99300.0
1996-01-01,"Bulls, bullocks and steers",Queensland,63700.0
1996-02-01,"Bulls, bullocks and steers",Queensland,105700.0
1996-03-01,"Bulls, bullocks and steers",Queensland,141000.0
1996-04-01,"Bulls, bullocks and steers",Queensland,129800.00000000001
1996-05-01,"Bulls, bullocks and steers",Queensland,143500.0
1996-06-01,"Bulls, bullocks and steers",Queensland,123800.0
1996-07-01,"Bulls, bullocks and steers",Queensland,131200.0
1996-08-01,"Bulls, bullocks and steers",Queensland,127100.0
1996-09-01,"Bulls, bullocks and steers",Queensland,125400.0
1996-10-01,"Bulls, bullocks and steers",Queensland,127600.0
1996-11-01,"Bulls, bullocks and steers",Queensland,136200.0
1996-12-01,"Bulls, bullocks and steers",Queensland,78500.0
1997-01-01,"Bulls, bullocks and steers",Queensland,75700.0
1997-02-01,"Bulls, bullocks and steers",Queensland,137500.0
1997-03-01,"Bulls, bullocks and steers",Queensland,137100.0
1997-04-01,"Bulls, bullocks and steers",Queensland,141500.0
1997-05-01,"Bulls, bullocks and steers",Queensland,150600.0
1997-06-01,"Bulls, bullocks and steers",Queensland,140800.0
1997-07-01,"Bulls, bullocks and steers",Queensland,156700.0
1997-08-01,"Bulls, bullocks and steers",Queensland,158200.0
1997-09-01,"Bulls, bullocks and steers",Queensland,171300.0
1997-10-01,"Bulls, bullocks and steers",Queensland,160800.0
1997-11-01,"Bulls, bullocks and steers",Queensland,150500.0
1997-12-01,"Bulls, bullocks and steers",Queensland,92400.0
1998-01-01,"Bulls, bullocks and steers",Queensland,81900.0
1998-02-01,"Bulls, bullocks and steers",Queensland,130100.0
1998-03-01,"Bulls, bullocks and steers",Queensland,144900.0
1998-04-01,"Bulls, bullocks and steers",Queensland,132900.0
1998-05-01,"Bulls, bullocks and steers",Queensland,139400.0
1998-06-01,"Bulls, bullocks and steers",Queensland,141900.0
1998-07-01,"Bulls, bullocks and steers",Queensland,158600.0
1998-08-01,"Bulls, bullocks and steers",Queensland,155100.0
1998-09-01,"Bulls, bullocks and steers",Queensland,158700.0
1998-10-01,"Bulls, bullocks and steers",Queensland,166200.0
1998-11-01,"Bulls, bullocks and steers",Queensland,158600.0
1998-12-01,"Bulls, bullocks and steers",Queensland,115500.0
1999-01-01,"Bulls, bullocks and steers",Queensland,95200.0
1999-02-01,"Bulls, bullocks and steers",Queensland,148800.0
1999-03-01,"Bulls, bullocks and steers",Queensland,187700.0
1999-04-01,"Bulls, bullocks and steers",Queensland,153000.0
1999-05-01,"Bulls, bullocks and steers",Queensland,156700.0
1999-06-01,"Bulls, bullocks and steers",Queensland,153700.0
1999-07-01,"Bulls, bullocks and steers",Queensland,171300.0
1999-08-01,"Bulls, bullocks and steers",Queensland,173900.0
1999-09-01,"Bulls, bullocks and steers",Queensland,191500.0
1999-10-01,"Bulls, bullocks and steers",Queensland,186300.0
1999-11-01,"Bulls, bullocks and steers",Queensland,195700.0
1999-12-01,"Bulls, bullocks and steers",Queensland,120100.0
2000-01-01,"Bulls, bullocks and steers",Queensland,76500.0
2000-02-01,"Bulls, bullocks and steers",Queensland,156000.0
2000-03-01,"Bulls, bullocks and steers",Queensland,183600.0
2000-04-01,"Bulls, bullocks and steers",Queensland,143900.0
2000-05-01,"Bulls, bullocks and steers",Queensland,180200.0
2000-06-01,"Bulls, bullocks and steers",Queensland,179300.0
2000-07-01,"Bulls, bullocks and steers",Queensland,169300.0
2000-08-01,"Bulls, bullocks and steers",Queensland,199000.0
2000-09-01,"Bulls, bullocks and steers",Queensland,219100.0
2000-10-01,"Bulls, bullocks and steers",Queensland,218300.0
2000-11-01,"Bulls, bullocks and steers",Queensland,196900.0
2000-12-01,"Bulls, bullocks and steers",Queensland,152200.0
2001-01-01,"Bulls, bullocks and steers",Queensland,102200.0
2001-02-01,"Bulls, bullocks and steers",Queensland,180500.0
2001-03-01,"Bulls, bullocks and steers",Queensland,218300.0
2001-04-01,"Bulls, bullocks and steers",Queensland,184500.0
2001-05-01,"Bulls, bullocks and steers",Queensland,221600.0
2001-06-01,"Bulls, bullocks and steers",Queensland,204600.0
2001-07-01,"Bulls, bullocks and steers",Queensland,218400.0
2001-08-01,"Bulls, bullocks and steers",Queensland,222300.0
2001-09-01,"Bulls, bullocks and steers",Queensland,222600.0
2001-10-01,"Bulls, bullocks and steers",Queensland,222100.0
2001-11-01,"Bulls, bullocks and steers",Queensland,189800.0
2001-12-01,"Bulls, bullocks and steers",Queensland,111100.0
2002-01-01,"Bulls, bullocks and steers",Queensland,87200.0
2002-02-01,"Bulls, bullocks and steers",Queensland,151400.0
2002-03-01,"Bulls, bullocks and steers",Queensland,159000.0
2002-04-01,"Bulls, bullocks and steers",Queensland,172600.0
2002-05-01,"Bulls, bullocks and steers",Queensland,214000.0
2002-06-01,"Bulls, bullocks and steers",Queensland,179400.0
2002-07-01,"Bulls, bullocks and steers",Queensland,198400.0
2002-08-01,"Bulls, bullocks and steers",Queensland,199600.0
2002-09-01,"Bulls, bullocks and steers",Queensland,193100.0
2002-10-01,"Bulls, bullocks and steers",Queensland,191500.0
2002-11-01,"Bulls, bullocks and steers",Queensland,198700.0
2002-12-01,"Bulls, bullocks and steers",Queensland,127200.0
2003-01-01,"Bulls, bullocks and steers",Queensland,104700.0
2003-02-01,"Bulls, bullocks and steers",Queensland,152200.0
2003-03-01,"Bulls, bullocks and steers",Queensland,151500.0
2003-04-01,"Bulls, bullocks and steers",Queensland,147200.0
2003-05-01,"Bulls, bullocks and steers",Queensland,174200.0
2003-06-01,"Bulls, bullocks and steers",Queensland,155400.0
2003-07-01,"Bulls, bullocks and steers",Queensland,171800.0
2003-08-01,"Bulls, bullocks and steers",Queensland,179900.0
2003-09-01,"Bulls, bullocks and steers",Queensland,193000.0
2003-10-01,"Bulls, bullocks and steers",Queensland,199600.0
2003-11-01,"Bulls, bullocks and steers",Queensland,199100.0
2003-12-01,"Bulls, bullocks and steers",Queensland,129300.00000000001
2004-01-01,"Bulls, bullocks and steers",Queensland,107300.0
2004-02-01,"Bulls, bullocks and steers",Queensland,162000.0
2004-03-01,"Bulls, bullocks and steers",Queensland,172800.0
2004-04-01,"Bulls, bullocks and steers",Queensland,163500.0
2004-05-01,"Bulls, bullocks and steers",Queensland,181200.0
2004-06-01,"Bulls, bullocks and steers",Queensland,190500.0
2004-07-01,"Bulls, bullocks and steers",Queensland,205400.0
2004-08-01,"Bulls, bullocks and steers",Queensland,220200.0
2004-09-01,"Bulls, bullocks and steers",Queensland,228200.0
2004-10-01,"Bulls, bullocks and steers",Queensland,214600.0
2004-11-01,"Bulls, bullocks and steers",Queensland,224800.0
2004-12-01,"Bulls, bullocks and steers",Queensland,144600.0
2005-01-01,"Bulls, bullocks and steers",Queensland,100200.0
2005-02-01,"Bulls, bullocks and steers",Queensland,178000.0
2005-03-01,"Bulls, bullocks and steers",Queensland,206500.0
2005-04-01,"Bulls, bullocks and steers",Queensland,200300.0
2005-05-01,"Bulls, bullocks and steers",Queensland,206000.0
2005-06-01,"Bulls, bullocks and steers",Queensland,201900.0
2005-07-01,"Bulls, bullocks and steers",Queensland,227500.0
2005-08-01,"Bulls, bullocks and steers",Queensland,230700.0
2005-09-01,"Bulls, bullocks and steers",Queensland,199000.0
2005-10-01,"Bulls, bullocks and steers",Queensland,194900.0
2005-11-01,"Bulls, bullocks and steers",Queensland,225500.0
2005-12-01,"Bulls, bullocks and steers",Queensland,126500.0
2006-01-01,"Bulls, bullocks and steers",Queensland,112100.0
2006-02-01,"Bulls, bullocks and steers",Queensland,183500.0
2006-03-01,"Bulls, bullocks and steers",Queensland,223500.0
2006-04-01,"Bulls, bullocks and steers",Queensland,167700.0
2006-05-01,"Bulls, bullocks and steers",Queensland,214700.0
2006-06-01,"Bulls, bullocks and steers",Queensland,193400.0
2006-07-01,"Bulls, bullocks and steers",Queensland,213200.0
2006-08-01,"Bulls, bullocks and steers",Queensland,237000.0
2006-09-01,"Bulls, bullocks and steers",Queensland,222900.0
2006-10-01,"Bulls, bullocks and steers",Queensland,226800.0
2006-11-01,"Bulls, bullocks and steers",Queensland,240200.0
2006-12-01,"Bulls, bullocks and steers",Queensland,151300.0
2007-01-01,"Bulls, bullocks and steers",Queensland,125900.0
2007-02-01,"Bulls, bullocks and steers",Queensland,179400.0
2007-03-01,"Bulls, bullocks and steers",Queensland,217300.0
2007-04-01,"Bulls, bullocks and steers",Queensland,164900.0
2007-05-01,"Bulls, bullocks and steers",Queensland,193000.0
2007-06-01,"Bulls, bullocks and steers",Queensland,185400.0
2007-07-01,"Bulls, bullocks and steers",Queensland,194000.0
2007-08-01,"Bulls, bullocks and steers",Queensland,197200.0
2007-09-01,"Bulls, bullocks and steers",Queensland,193100.0
2007-10-01,"Bulls, bullocks and steers",Queensland,205500.0
2007-11-01,"Bulls, bullocks and steers",Queensland,219100.0
2007-12-01,"Bulls, bullocks and steers",Queensland,131400.0
2008-01-01,"Bulls, bullocks and steers",Queensland,95900.0
2008-02-01,"Bulls, bullocks and steers",Queensland,146800.0
2008-03-01,"Bulls, bullocks and steers",Queensland,186800.0
2008-04-01,"Bulls, bullocks and steers",Queensland,209200.0
2008-05-01,"Bulls, bullocks and steers",Queensland,208400.0
2008-06-01,"Bulls, bullocks and steers",Queensland,182700.0
2008-07-01,"Bulls, bullocks and steers",Queensland,202800.0
2008-08-01,"Bulls, bullocks and steers",Queensland,191200.0
2008-09-01,"Bulls, bullocks and steers",Queensland,207200.0
2008-10-01,"Bulls, bullocks and steers",Queensland,238600.0
2008-11-01,"Bulls, bullocks and steers",Queensland,189500.0
2008-12-01,"Bulls, bullocks and steers",Queensland,107500.0
2009-01-01,"Bulls, bullocks and steers",Queensland,119100.0
2009-02-01,"Bulls, bullocks and steers",Queensland,161600.0
2009-03-01,"Bulls, bullocks and steers",Queensland,196500.0
2009-04-01,"Bulls, bullocks and steers",Queensland,158900.0
2009-05-01,"Bulls, bullocks and steers",Queensland,184100.0
2009-06-01,"Bulls, bullocks and steers",Queensland,169000.0
2009-07-01,"Bulls, bullocks and steers",Queensland,208500.0
2009-08-01,"Bulls, bullocks and steers",Queensland,216500.0
2009-09-01,"Bulls, bullocks and steers",Queensland,203000.0
2009-10-01,"Bulls, bullocks and steers",Queensland,199500.0
2009-11-01,"Bulls, bullocks and steers",Queensland,173900.0
2009-12-01,"Bulls, bullocks and steers",Queensland,126300.0
2010-01-01,"Bulls, bullocks and steers",Queensland,106100.0
2010-02-01,"Bulls, bullocks and steers",Queensland,133400.0
2010-03-01,"Bulls, bullocks and steers",Queensland,175200.0
2010-04-01,"Bulls, bullocks and steers",Queensland,158600.0
2010-05-01,"Bulls, bullocks and steers",Queensland,170600.0
2010-06-01,"Bulls, bullocks and steers",Queensland,193600.0
2010-07-01,"Bulls, bullocks and steers",Queensland,203100.0
2010-08-01,"Bulls, bullocks and steers",Queensland,198600.0
2010-09-01,"Bulls, bullocks and steers",Queensland,164700.0
2010-10-01,"Bulls, bullocks and steers",Queensland,196800.0
2010-11-01,"Bulls, bullocks and steers",Queensland,197900.0
2010-12-01,"Bulls, bullocks and steers",Queensland,126600.0
2011-01-01,"Bulls, bullocks and steers",Queensland,81100.0
2011-02-01,"Bulls, bullocks and steers",Queensland,188500.0
2011-03-01,"Bulls, bullocks and steers",Queensland,186000.0
2011-04-01,"Bulls, bullocks and steers",Queensland,162000.0
2011-05-01,"Bulls, bullocks and steers",Queensland,207600.0
2011-06-01,"Bulls, bullocks and steers",Queensland,196100.0
2011-07-01,"Bulls, bullocks and steers",Queensland,170100.0
2011-08-01,"Bulls, bullocks and steers",Queensland,209600.0
2011-09-01,"Bulls, bullocks and steers",Queensland,219700.0
2011-10-01,"Bulls, bullocks and steers",Queensland,214600.0
2011-11-01,"Bulls, bullocks and steers",Queensland,218000.0
2011-12-01,"Bulls, bullocks and steers",Queensland,136500.0
2012-01-01,"Bulls, bullocks and steers",Queensland,120900.0
2012-02-01,"Bulls, bullocks and steers",Queensland,178100.0
2012-03-01,"Bulls, bullocks and steers",Queensland,197000.0
2012-04-01,"Bulls, bullocks and steers",Queensland,163100.0
2012-05-01,"Bulls, bullocks and steers",Queensland,200800.0
2012-06-01,"Bulls, bullocks and steers",Queensland,177600.0
2012-07-01,"Bulls, bullocks and steers",Queensland,195500.0
2012-08-01,"Bulls, bullocks and steers",Queensland,218400.0
2012-09-01,"Bulls, bullocks and steers",Queensland,209400.0
2012-10-01,"Bulls, bullocks and steers",Queensland,224000.0
2012-11-01,"Bulls, bullocks and steers",Queensland,222500.0
2012-12-01,"Bulls, bullocks and steers",Queensland,142700.0
2013-01-01,"Bulls, bullocks and steers",Queensland,123800.0
2013-02-01,"Bulls, bullocks and steers",Queensland,177500.0
2013-03-01,"Bulls, bullocks and steers",Queensland,190600.0
2013-04-01,"Bulls, bullocks and steers",Queensland,181800.0
2013-05-01,"Bulls, bullocks and steers",Queensland,215900.0
2013-06-01,"Bulls, bullocks and steers",Queensland,180700.0
2013-07-01,"Bulls, bullocks and steers",Queensland,216700.0
2013-08-01,"Bulls, bullocks and steers",Queensland,205500.0
2013-09-01,"Bulls, bullocks and steers",Queensland,216700.0
2013-10-01,"Bulls, bullocks and steers",Queensland,220000.0
2013-11-01,"Bulls, bullocks and steers",Queensland,206000.0
2013-12-01,"Bulls, bullocks and steers",Queensland,145100.0
2014-01-01,"Bulls, bullocks and steers",Queensland,148800.0
2014-02-01,"Bulls, bullocks and steers",Queensland,181300.0
2014-03-01,"Bulls, bullocks and steers",Queensland,198200.0
2014-04-01,"Bulls, bullocks and steers",Queensland,157100.0
2014-05-01,"Bulls, bullocks and steers",Queensland,206500.0
2014-06-01,"Bulls, bullocks and steers",Queensland,185200.0
2014-07-01,"Bulls, bullocks and steers",Queensland,201100.0
2014-08-01,"Bulls, bullocks and steers",Queensland,187700.0
2014-09-01,"Bulls, bullocks and steers",Queensland,205100.0
2014-10-01,"Bulls, bullocks and steers",Queensland,218300.0
2014-11-01,"Bulls, bullocks and steers",Queensland,203400.0
2014-12-01,"Bulls, bullocks and steers",Queensland,151900.0
2015-01-01,"Bulls, bullocks and steers",Queensland,146000.0
2015-02-01,"Bulls, bullocks and steers",Queensland,177600.0
2015-03-01,"Bulls, bullocks and steers",Queensland,206000.0
2015-04-01,"Bulls, bullocks and steers",Queensland,166900.0
2015-05-01,"Bulls, bullocks and steers",Queensland,197600.0
2015-06-01,"Bulls, bullocks and steers",Queensland,199900.0
2015-07-01,"Bulls, bullocks and steers",Queensland,211900.0
2015-08-01,"Bulls, bullocks and steers",Queensland,194600.0
2015-09-01,"Bulls, bullocks and steers",Queensland,198500.0
2015-10-01,"Bulls, bullocks and steers",Queensland,219600.0
2015-11-01,"Bulls, bullocks and steers",Queensland,199600.0
2015-12-01,"Bulls, bullocks and steers",Queensland,161000.0
2016-01-01,"Bulls, bullocks and steers",Queensland,125300.0
2016-02-01,"Bulls, bullocks and steers",Queensland,183500.0
2016-03-01,"Bulls, bullocks and steers",Queensland,187300.0
2016-04-01,"Bulls, bullocks and steers",Queensland,170200.0
2016-05-01,"Bulls, bullocks and steers",Queensland,190500.0
2016-06-01,"Bulls, bullocks and steers",Queensland,152800.0
2016-07-01,"Bulls, bullocks and steers",Queensland,149900.0
2016-08-01,"Bulls, bullocks and steers",Queensland,177200.0
2016-09-01,"Bulls, bullocks and steers",Queensland,157900.0
2016-10-01,"Bulls, bullocks and steers",Queensland,168200.0
2016-11-01,"Bulls, bullocks and steers",Queensland,210100.0
2016-12-01,"Bulls, bullocks and steers",Queensland,130300.00000000001
2017-01-01,"Bulls, bullocks and steers",Queensland,126600.0
2017-02-01,"Bulls, bullocks and steers",Queensland,155900.0
2017-03-01,"Bulls, bullocks and steers",Queensland,177700.0
2017-04-01,"Bulls, bullocks and steers",Queensland,128699.99999999999
2017-05-01,"Bulls, bullocks and steers",Queensland,208800.0
2017-06-01,"Bulls, bullocks and steers",Queensland,187200.0
2017-07-01,"Bulls, bullocks and steers",Queensland,182300.0
2017-08-01,"Bulls, bullocks and steers",Queensland,199600.0
2017-09-01,"Bulls, bullocks and steers",Queensland,168700.0
2017-10-01,"Bulls, bullocks and steers",Queensland,158400.0
2017-11-01,"Bulls, bullocks and steers",Queensland,177900.0
2017-12-01,"Bulls, bullocks and steers",Queensland,116800.0
2018-01-01,"Bulls, bullocks and steers",Queensland,139400.0
2018-02-01,"Bulls, bullocks and steers",Queensland,154900.0
2018-03-01,"Bulls, bullocks and steers",Queensland,158100.0
2018-04-01,"Bulls, bullocks and steers",Queensland,150200.0
2018-05-01,"Bulls, bullocks and steers",Queensland,186700.0
2018-06-01,"Bulls, bullocks and steers",Queensland,169600.0
2018-07-01,"Bulls, bullocks and steers",Queensland,178700.0
2018-08-01,"Bulls, bullocks and steers",Queensland,194500.0
2018-09-01,"Bulls, bullocks and steers",Queensland,183200.0
2018-10-01,"Bulls, bullocks and steers",Queensland,179500.0
2018-11-01,"Bulls, bullocks and steers",Queensland,173300.0
2018-12-01,"Bulls, bullocks and steers",Queensland,114700.0
1976-07-01,"Bulls, bullocks and steers",South Australia,19600.0
1976-08-01,"Bulls, bullocks and steers",South Australia,20100.0
1976-09-01,"Bulls, bullocks and steers",South Australia,18800.0
1976-10-01,"Bulls, bullocks and steers",South Australia,17900.0
1976-11-01,"Bulls, bullocks and steers",South Australia,21500.0
1976-12-01,"Bulls, bullocks and steers",South Australia,20400.0
1977-01-01,"Bulls, bullocks and steers",South Australia,20200.0
1977-02-01,"Bulls, bullocks and steers",South Australia,24300.0
1977-03-01,"Bulls, bullocks and steers",South Australia,24600.0
1977-04-01,"Bulls, bullocks and steers",South Australia,27800.0
1977-05-01,"Bulls, bullocks and steers",South Australia,27000.0
1977-06-01,"Bulls, bullocks and steers",South Australia,25300.0
1977-07-01,"Bulls, bullocks and steers",South Australia,25700.0
1977-08-01,"Bulls, bullocks and steers",South Australia,25400.0
1977-09-01,"Bulls, bullocks and steers",South Australia,23000.0
1977-10-01,"Bulls, bullocks and steers",South Australia,25500.0
1977-11-01,"Bulls, bullocks and steers",South Australia,25200.0
1977-12-01,"Bulls, bullocks and steers",South Australia,21000.0
1978-01-01,"Bulls, bullocks and steers",South Australia,23100.0
1978-02-01,"Bulls, bullocks and steers",South Australia,24700.0
1978-03-01,"Bulls, bullocks and steers",South Australia,24800.0
1978-04-01,"Bulls, bullocks and steers",South Australia,19400.0
1978-05-01,"Bulls, bullocks and steers",South Australia,23300.0
1978-06-01,"Bulls, bullocks and steers",South Australia,18300.0
1978-07-01,"Bulls, bullocks and steers",South Australia,16300.0
1978-08-01,"Bulls, bullocks and steers",South Australia,23300.0
1978-09-01,"Bulls, bullocks and steers",South Australia,24500.0
1978-10-01,"Bulls, bullocks and steers",South Australia,27400.0
1978-11-01,"Bulls, bullocks and steers",South Australia,33000.0
1978-12-01,"Bulls, bullocks and steers",South Australia,26300.0
1979-01-01,"Bulls, bullocks and steers",South Australia,26500.0
1979-02-01,"Bulls, bullocks and steers",South Australia,25900.0
1979-03-01,"Bulls, bullocks and steers",South Australia,25200.0
1979-04-01,"Bulls, bullocks and steers",South Australia,20400.0
1979-05-01,"Bulls, bullocks and steers",South Australia,15500.0
1979-06-01,"Bulls, bullocks and steers",South Australia,14500.0
1979-07-01,"Bulls, bullocks and steers",South Australia,16100.000000000002
1979-08-01,"Bulls, bullocks and steers",South Australia,17300.0
1979-09-01,"Bulls, bullocks and steers",South Australia,20200.0
1979-10-01,"Bulls, bullocks and steers",South Australia,22100.0
1979-11-01,"Bulls, bullocks and steers",South Australia,21600.0
1979-12-01,"Bulls, bullocks and steers",South Australia,17900.0
1980-01-01,"Bulls, bullocks and steers",South Australia,17600.0
1980-02-01,"Bulls, bullocks and steers",South Australia,19000.0
1980-03-01,"Bulls, bullocks and steers",South Australia,22200.0
1980-04-01,"Bulls, bullocks and steers",South Australia,15400.0
1980-05-01,"Bulls, bullocks and steers",South Australia,12600.0
1980-06-01,"Bulls, bullocks and steers",South Australia,12200.0
1980-07-01,"Bulls, bullocks and steers",South Australia,16700.0
1980-08-01,"Bulls, bullocks and steers",South Australia,20600.0
1980-09-01,"Bulls, bullocks and steers",South Australia,23400.0
1980-10-01,"Bulls, bullocks and steers",South Australia,23000.0
1980-11-01,"Bulls, bullocks and steers",South Australia,23100.0
1980-12-01,"Bulls, bullocks and steers",South Australia,18300.0
1981-01-01,"Bulls, bullocks and steers",South Australia,17300.0
1981-02-01,"Bulls, bullocks and steers",South Australia,14800.0
1981-03-01,"Bulls, bullocks and steers",South Australia,16800.0
1981-04-01,"Bulls, bullocks and steers",South Australia,14700.0
1981-05-01,"Bulls, bullocks and steers",South Australia,21700.0
1981-06-01,"Bulls, bullocks and steers",South Australia,18200.0
1981-07-01,"Bulls, bullocks and steers",South Australia,18600.0
1981-08-01,"Bulls, bullocks and steers",South Australia,13900.0
1981-09-01,"Bulls, bullocks and steers",South Australia,19400.0
1981-10-01,"Bulls, bullocks and steers",South Australia,20700.0
1981-11-01,"Bulls, bullocks and steers",South Australia,18200.0
1981-12-01,"Bulls, bullocks and steers",South Australia,20900.0
1982-01-01,"Bulls, bullocks and steers",South Australia,26300.0
1982-02-01,"Bulls, bullocks and steers",South Australia,23700.0
1982-03-01,"Bulls, bullocks and steers",South Australia,25300.0
1982-04-01,"Bulls, bullocks and steers",South Australia,19900.0
1982-05-01,"Bulls, bullocks and steers",South Australia,23500.0
1982-06-01,"Bulls, bullocks and steers",South Australia,22200.0
1982-07-01,"Bulls, bullocks and steers",South Australia,31300.0
1982-08-01,"Bulls, bullocks and steers",South Australia,23600.0
1982-09-01,"Bulls, bullocks and steers",South Australia,31900.0
1982-10-01,"Bulls, bullocks and steers",South Australia,28300.0
1982-11-01,"Bulls, bullocks and steers",South Australia,27800.0
1982-12-01,"Bulls, bullocks and steers",South Australia,22500.0
1983-01-01,"Bulls, bullocks and steers",South Australia,25000.0
1983-02-01,"Bulls, bullocks and steers",South Australia,22200.0
1983-03-01,"Bulls, bullocks and steers",South Australia,18900.0
1983-04-01,"Bulls, bullocks and steers",South Australia,15900.0
1983-05-01,"Bulls, bullocks and steers",South Australia,13500.0
1983-06-01,"Bulls, bullocks and steers",South Australia,14900.0
1983-07-01,"Bulls, bullocks and steers",South Australia,21300.0
