Date,State,Gender,Legal,Indigenous,Count
2006-12-01,VIC,Male,Sentenced,ATSI,164
2006-12-01,VIC,Male,Sentenced,Non-ATSI,2923
2006-12-01,WA,Female,Remanded,ATSI,36
2006-12-01,WA,Female,Remanded,Non-ATSI,32
2006-12-01,WA,Female,Sentenced,ATSI,112
2006-12-01,WA,Female,Sentenced,Non-ATSI,101
2006-12-01,WA,Male,Remanded,ATSI,217
2006-12-01,WA,Male,Remanded,Non-ATSI,348
2006-12-01,WA,Male,Sentenced,ATSI,1094
2006-12-01,WA,Male,Sentenced,Non-ATSI,1651
2007-03-01,ACT,Female,Remanded,ATSI,0
2007-03-01,ACT,Female,Remanded,Non-ATSI,4
2007-03-01,ACT,Female,Sentenced,ATSI,0
2007-03-01,ACT,Female,Sentenced,Non-ATSI,5
2007-03-01,ACT,Male,Remanded,ATSI,6
2007-03-01,ACT,Male,Remanded,Non-ATSI,53
2007-03-01,ACT,Male,Sentenced,ATSI,13
2007-03-01,ACT,Male,Sentenced,Non-ATSI,91
2007-03-01,NSW,Female,Remanded,ATSI,58
2007-03-01,NSW,Female,Remanded,Non-ATSI,159
2007-03-01,NSW,Female,Sentenced,ATSI,134
2007-03-01,NSW,Female,Sentenced,Non-ATSI,329
2007-03-01,NSW,Male,Remanded,ATSI,389
2007-03-01,NSW,Male,Remanded,Non-ATSI,1765
2007-03-01,NSW,Male,Sentenced,ATSI,1375
2007-03-01,NSW,Male,Sentenced,Non-ATSI,5289
2007-03-01,NT,Female,Remanded,ATSI,11
2007-03-01,NT,Female,Remanded,Non-ATSI,0
2007-03-01,NT,Female,Sentenced,ATSI,21
2007-03-01,NT,Female,Sentenced,Non-ATSI,7
2007-03-01,NT,Male,Remanded,ATSI,130
2007-03-01,NT,Male,Remanded,Non-ATSI,28
2007-03-01,NT,Male,Sentenced,ATSI,521
2007-03-01,NT,Male,Sentenced,Non-ATSI,114
2007-03-01,QLD,Female,Remanded,ATSI,31
2007-03-01,QLD,Female,Remanded,Non-ATSI,77
2007-03-01,QLD,Female,Sentenced,ATSI,90
2007-03-01,QLD,Female,Sentenced,Non-ATSI,220
2007-03-01,QLD,Male,Remanded,ATSI,299
2007-03-01,QLD,Male,Remanded,Non-ATSI,835
2007-03-01,QLD,Male,Sentenced,ATSI,1100
2007-03-01,QLD,Male,Sentenced,Non-ATSI,2963
2007-03-01,SA,Female,Remanded,ATSI,11
2007-03-01,SA,Female,Remanded,Non-ATSI,37
2007-03-01,SA,Female,Sentenced,ATSI,16
2007-03-01,SA,Female,Sentenced,Non-ATSI,46
2007-03-01,SA,Male,Remanded,ATSI,136
2007-03-01,SA,Male,Remanded,Non-ATSI,415
2007-03-01,SA,Male,Sentenced,ATSI,176
2007-03-01,SA,Male,Sentenced,Non-ATSI,863
2007-03-01,TAS,Female,Remanded,ATSI,3
2007-03-01,TAS,Female,Remanded,Non-ATSI,7
2007-03-01,TAS,Female,Sentenced,ATSI,5
2007-03-01,TAS,Female,Sentenced,Non-ATSI,21
2007-03-01,TAS,Male,Remanded,ATSI,14
2007-03-01,TAS,Male,Remanded,Non-ATSI,87
2007-03-01,TAS,Male,Sentenced,ATSI,45
2007-03-01,TAS,Male,Sentenced,Non-ATSI,324
2007-03-01,VIC,Female,Remanded,ATSI,3
2007-03-01,VIC,Female,Remanded,Non-ATSI,48
2007-03-01,VIC,Female,Sentenced,ATSI,11
2007-03-01,VIC,Female,Sentenced,Non-ATSI,181
2007-03-01,VIC,Male,Remanded,ATSI,49
2007-03-01,VIC,Male,Remanded,Non-ATSI,646
2007-03-01,VIC,Male,Sentenced,ATSI,159
2007-03-01,VIC,Male,Sentenced,Non-ATSI,2921
2007-03-01,WA,Female,Remanded,ATSI,40
2007-03-01,WA,Female,Remanded,Non-ATSI,32
2007-03-01,WA,Female,Sentenced,ATSI,119
2007-03-01,WA,Female,Sentenced,Non-ATSI,98
2007-03-01,WA,Male,Remanded,ATSI,233
2007-03-01,WA,Male,Remanded,Non-ATSI,365
2007-03-01,WA,Male,Sentenced,ATSI,1100
2007-03-01,WA,Male,Sentenced,Non-ATSI,1584
2007-06-01,ACT,Female,Remanded,ATSI,1
2007-06-01,ACT,Female,Remanded,Non-ATSI,3
2007-06-01,ACT,Female,Sentenced,ATSI,0
2007-06-01,ACT,Female,Sentenced,Non-ATSI,4
2007-06-01,ACT,Male,Remanded,ATSI,11
2007-06-01,ACT,Male,Remanded,Non-ATSI,48
2007-06-01,ACT,Male,Sentenced,ATSI,9
2007-06-01,ACT,Male,Sentenced,Non-ATSI,84
2007-06-01,NSW,Female,Remanded,ATSI,54
2007-06-01,NSW,Female,Remanded,Non-ATSI,155
2007-06-01,NSW,Female,Sentenced,ATSI,150
2007-06-01,NSW,Female,Sentenced,Non-ATSI,338
2007-06-01,NSW,Male,Remanded,ATSI,397
2007-06-01,NSW,Male,Remanded,Non-ATSI,1776
2007-06-01,NSW,Male,Sentenced,ATSI,1377
2007-06-01,NSW,Male,Sentenced,Non-ATSI,5384
2007-06-01,NT,Female,Remanded,ATSI,11
2007-06-01,NT,Female,Remanded,Non-ATSI,1
2007-06-01,NT,Female,Sentenced,ATSI,21
2007-06-01,NT,Female,Sentenced,Non-ATSI,7
2007-06-01,NT,Male,Remanded,ATSI,139
2007-06-01,NT,Male,Remanded,Non-ATSI,36
2007-06-01,NT,Male,Sentenced,ATSI,565
2007-06-01,NT,Male,Sentenced,Non-ATSI,120
2007-06-01,QLD,Female,Remanded,ATSI,31
2007-06-01,QLD,Female,Remanded,Non-ATSI,77
2007-06-01,QLD,Female,Sentenced,ATSI,102
2007-06-01,QLD,Female,Sentenced,Non-ATSI,230
2007-06-01,QLD,Male,Remanded,ATSI,312
2007-06-01,QLD,Male,Remanded,Non-ATSI,873
2007-06-01,QLD,Male,Sentenced,ATSI,1088
2007-06-01,QLD,Male,Sentenced,Non-ATSI,2971
2007-06-01,SA,Female,Remanded,ATSI,14
2007-06-01,SA,Female,Remanded,Non-ATSI,38
2007-06-01,SA,Female,Sentenced,ATSI,16
2007-06-01,SA,Female,Sentenced,Non-ATSI,50
2007-06-01,SA,Male,Remanded,ATSI,147
2007-06-01,SA,Male,Remanded,Non-ATSI,436
2007-06-01,SA,Male,Sentenced,ATSI,197
2007-06-01,SA,Male,Sentenced,Non-ATSI,883
2007-06-01,TAS,Female,Remanded,ATSI,5
2007-06-01,TAS,Female,Remanded,Non-ATSI,6
2007-06-01,TAS,Female,Sentenced,ATSI,3
2007-06-01,TAS,Female,Sentenced,Non-ATSI,18
2007-06-01,TAS,Male,Remanded,ATSI,7
2007-06-01,TAS,Male,Remanded,Non-ATSI,104
2007-06-01,TAS,Male,Sentenced,ATSI,47
2007-06-01,TAS,Male,Sentenced,Non-ATSI,339
2007-06-01,VIC,Female,Remanded,ATSI,4
2007-06-01,VIC,Female,Remanded,Non-ATSI,50
2007-06-01,VIC,Female,Sentenced,ATSI,12
2007-06-01,VIC,Female,Sentenced,Non-ATSI,186
2007-06-01,VIC,Male,Remanded,ATSI,46
2007-06-01,VIC,Male,Remanded,Non-ATSI,680
2007-06-01,VIC,Male,Sentenced,ATSI,158
2007-06-01,VIC,Male,Sentenced,Non-ATSI,2980
2007-06-01,WA,Female,Remanded,ATSI,43
2007-06-01,WA,Female,Remanded,Non-ATSI,33
2007-06-01,WA,Female,Sentenced,ATSI,140
2007-06-01,WA,Female,Sentenced,Non-ATSI,103
2007-06-01,WA,Male,Remanded,ATSI,239
2007-06-01,WA,Male,Remanded,Non-ATSI,365
2007-06-01,WA,Male,Sentenced,ATSI,1156
2007-06-01,WA,Male,Sentenced,Non-ATSI,1637
2007-09-01,ACT,Female,Remanded,ATSI,1
2007-09-01,ACT,Female,Remanded,Non-ATSI,4
2007-09-01,ACT,Female,Sentenced,ATSI,0
2007-09-01,ACT,Female,Sentenced,Non-ATSI,6
2007-09-01,ACT,Male,Remanded,ATSI,7
2007-09-01,ACT,Male,Remanded,Non-ATSI,55
2007-09-01,ACT,Male,Sentenced,ATSI,10
2007-09-01,ACT,Male,Sentenced,Non-ATSI,83
2007-09-01,NSW,Female,Remanded,ATSI,63
2007-09-01,NSW,Female,Remanded,Non-ATSI,148
2007-09-01,NSW,Female,Sentenced,ATSI,155
2007-09-01,NSW,Female,Sentenced,Non-ATSI,315
2007-09-01,NSW,Male,Remanded,ATSI,385
2007-09-01,NSW,Male,Remanded,Non-ATSI,1782
2007-09-01,NSW,Male,Sentenced,ATSI,1381
2007-09-01,NSW,Male,Sentenced,Non-ATSI,5365
2007-09-01,NT,Female,Remanded,ATSI,9
2007-09-01,NT,Female,Remanded,Non-ATSI,0
2007-09-01,NT,Female,Sentenced,ATSI,24
2007-09-01,NT,Female,Sentenced,Non-ATSI,5
2007-09-01,NT,Male,Remanded,ATSI,127
2007-09-01,NT,Male,Remanded,Non-ATSI,22
2007-09-01,NT,Male,Sentenced,ATSI,553
2007-09-01,NT,Male,Sentenced,Non-ATSI,117
2007-09-01,QLD,Female,Remanded,ATSI,33
2007-09-01,QLD,Female,Remanded,Non-ATSI,72
2007-09-01,QLD,Female,Sentenced,ATSI,72
2007-09-01,QLD,Female,Sentenced,Non-ATSI,226
2007-09-01,QLD,Male,Remanded,ATSI,314
2007-09-01,QLD,Male,Remanded,Non-ATSI,853
2007-09-01,QLD,Male,Sentenced,ATSI,999
2007-09-01,QLD,Male,Sentenced,Non-ATSI,2944
2007-09-01,SA,Female,Remanded,ATSI,16
2007-09-01,SA,Female,Remanded,Non-ATSI,36
2007-09-01,SA,Female,Sentenced,ATSI,14
2007-09-01,SA,Female,Sentenced,Non-ATSI,54
2007-09-01,SA,Male,Remanded,ATSI,158
2007-09-01,SA,Male,Remanded,Non-ATSI,421
2007-09-01,SA,Male,Sentenced,ATSI,213
2007-09-01,SA,Male,Sentenced,Non-ATSI,894
2007-09-01,TAS,Female,Remanded,ATSI,2
2007-09-01,TAS,Female,Remanded,Non-ATSI,6
2007-09-01,TAS,Female,Sentenced,ATSI,5
2007-09-01,TAS,Female,Sentenced,Non-ATSI,20
2007-09-01,TAS,Male,Remanded,ATSI,12
2007-09-01,TAS,Male,Remanded,Non-ATSI,94
2007-09-01,TAS,Male,Sentenced,ATSI,48
2007-09-01,TAS,Male,Sentenced,Non-ATSI,345
2007-09-01,VIC,Female,Remanded,ATSI,3
2007-09-01,VIC,Female,Remanded,Non-ATSI,51
2007-09-01,VIC,Female,Sentenced,ATSI,13
2007-09-01,VIC,Female,Sentenced,Non-ATSI,184
2007-09-01,VIC,Male,Remanded,ATSI,55
2007-09-01,VIC,Male,Remanded,Non-ATSI,703
2007-09-01,VIC,Male,Sentenced,ATSI,167
2007-09-01,VIC,Male,Sentenced,Non-ATSI,2995
2007-09-01,WA,Female,Remanded,ATSI,22
2007-09-01,WA,Female,Remanded,Non-ATSI,39
2007-09-01,WA,Female,Sentenced,ATSI,158
2007-09-01,WA,Female,Sentenced,Non-ATSI,103
2007-09-01,WA,Male,Remanded,ATSI,271
2007-09-01,WA,Male,Remanded,Non-ATSI,369
2007-09-01,WA,Male,Sentenced,ATSI,1198
2007-09-01,WA,Male,Sentenced,Non-ATSI,1680
2007-12-01,ACT,Female,Remanded,ATSI,1
2007-12-01,ACT,Female,Remanded,Non-ATSI,4
2007-12-01,ACT,Female,Sentenced,ATSI,0
2007-12-01,ACT,Female,Sentenced,Non-ATSI,7
2007-12-01,ACT,Male,Remanded,ATSI,7
2007-12-01,ACT,Male,Remanded,Non-ATSI,61
2007-12-01,ACT,Male,Sentenced,ATSI,10
2007-12-01,ACT,Male,Sentenced,Non-ATSI,85
2007-12-01,NSW,Female,Remanded,ATSI,56
2007-12-01,NSW,Female,Remanded,Non-ATSI,143
2007-12-01,NSW,Female,Sentenced,ATSI,149
2007-12-01,NSW,Female,Sentenced,Non-ATSI,318
2007-12-01,NSW,Male,Remanded,ATSI,401
2007-12-01,NSW,Male,Remanded,Non-ATSI,1871
2007-12-01,NSW,Male,Sentenced,ATSI,1360
2007-12-01,NSW,Male,Sentenced,Non-ATSI,5262
2007-12-01,NT,Female,Remanded,ATSI,6
2007-12-01,NT,Female,Remanded,Non-ATSI,2
2007-12-01,NT,Female,Sentenced,ATSI,26
2007-12-01,NT,Female,Sentenced,Non-ATSI,4
2007-12-01,NT,Male,Remanded,ATSI,137
2007-12-01,NT,Male,Remanded,Non-ATSI,22
2007-12-01,NT,Male,Sentenced,ATSI,523
2007-12-01,NT,Male,Sentenced,Non-ATSI,120
2007-12-01,QLD,Female,Remanded,ATSI,24
2007-12-01,QLD,Female,Remanded,Non-ATSI,72
2007-12-01,QLD,Female,Sentenced,ATSI,78
2007-12-01,QLD,Female,Sentenced,Non-ATSI,232
2007-12-01,QLD,Male,Remanded,ATSI,282
2007-12-01,QLD,Male,Remanded,Non-ATSI,818
2007-12-01,QLD,Male,Sentenced,ATSI,1011
2007-12-01,QLD,Male,Sentenced,Non-ATSI,2924
2007-12-01,SA,Female,Remanded,ATSI,12
2007-12-01,SA,Female,Remanded,Non-ATSI,42
2007-12-01,SA,Female,Sentenced,ATSI,16
2007-12-01,SA,Female,Sentenced,Non-ATSI,52
2007-12-01,SA,Male,Remanded,ATSI,147
2007-12-01,SA,Male,Remanded,Non-ATSI,410
2007-12-01,SA,Male,Sentenced,ATSI,219
2007-12-01,SA,Male,Sentenced,Non-ATSI,935
2007-12-01,TAS,Female,Remanded,ATSI,3
2007-12-01,TAS,Female,Remanded,Non-ATSI,7
2007-12-01,TAS,Female,Sentenced,ATSI,5
2007-12-01,TAS,Female,Sentenced,Non-ATSI,25
2007-12-01,TAS,Male,Remanded,ATSI,9
2007-12-01,TAS,Male,Remanded,Non-ATSI,93
2007-12-01,TAS,Male,Sentenced,ATSI,53
2007-12-01,TAS,Male,Sentenced,Non-ATSI,372
2007-12-01,VIC,Female,Remanded,ATSI,3
2007-12-01,VIC,Female,Remanded,Non-ATSI,47
2007-12-01,VIC,Female,Sentenced,ATSI,10
2007-12-01,VIC,Female,Sentenced,Non-ATSI,193
2007-12-01,VIC,Male,Remanded,ATSI,44
2007-12-01,VIC,Male,Remanded,Non-ATSI,706
2007-12-01,VIC,Male,Sentenced,ATSI,174
2007-12-01,VIC,Male,Sentenced,Non-ATSI,3063
2007-12-01,WA,Female,Remanded,ATSI,23
2007-12-01,WA,Female,Remanded,Non-ATSI,31
2007-12-01,WA,Female,Sentenced,ATSI,151
2007-12-01,WA,Female,Sentenced,Non-ATSI,113
2007-12-01,WA,Male,Remanded,ATSI,240
2007-12-01,WA,Male,Remanded,Non-ATSI,382
2007-12-01,WA,Male,Sentenced,ATSI,1223
2007-12-01,WA,Male,Sentenced,Non-ATSI,1728
2008-03-01,ACT,Female,Remanded,ATSI,2
2008-03-01,ACT,Female,Remanded,Non-ATSI,8
2008-03-01,ACT,Female,Sentenced,ATSI,1
2008-03-01,ACT,Female,Sentenced,Non-ATSI,8
2008-03-01,ACT,Male,Remanded,ATSI,10
2008-03-01,ACT,Male,Remanded,Non-ATSI,63
2008-03-01,ACT,Male,Sentenced,ATSI,9
2008-03-01,ACT,Male,Sentenced,Non-ATSI,85
2008-03-01,NSW,Female,Remanded,ATSI,59
2008-03-01,NSW,Female,Remanded,Non-ATSI,140
2008-03-01,NSW,Female,Sentenced,ATSI,146
2008-03-01,NSW,Female,Sentenced,Non-ATSI,297
2008-03-01,NSW,Male,Remanded,ATSI,455
2008-03-01,NSW,Male,Remanded,Non-ATSI,1899
2008-03-01,NSW,Male,Sentenced,ATSI,1343
2008-03-01,NSW,Male,Sentenced,Non-ATSI,5263
2008-03-01,NT,Female,Remanded,ATSI,9
2008-03-01,NT,Female,Remanded,Non-ATSI,2
2008-03-01,NT,Female,Sentenced,ATSI,25
2008-03-01,NT,Female,Sentenced,Non-ATSI,5
2008-03-01,NT,Male,Remanded,ATSI,167
2008-03-01,NT,Male,Remanded,Non-ATSI,32
2008-03-01,NT,Male,Sentenced,ATSI,537
2008-03-01,NT,Male,Sentenced,Non-ATSI,123
2008-03-01,QLD,Female,Remanded,ATSI,34
2008-03-01,QLD,Female,Remanded,Non-ATSI,67
2008-03-01,QLD,Female,Sentenced,ATSI,79
2008-03-01,QLD,Female,Sentenced,Non-ATSI,226
2008-03-01,QLD,Male,Remanded,ATSI,319
2008-03-01,QLD,Male,Remanded,Non-ATSI,840
2008-03-01,QLD,Male,Sentenced,ATSI,1018
2008-03-01,QLD,Male,Sentenced,Non-ATSI,2835
2008-03-01,SA,Female,Remanded,ATSI,15
2008-03-01,SA,Female,Remanded,Non-ATSI,46
2008-03-01,SA,Female,Sentenced,ATSI,14
2008-03-01,SA,Female,Sentenced,Non-ATSI,53
2008-03-01,SA,Male,Remanded,ATSI,158
2008-03-01,SA,Male,Remanded,Non-ATSI,429
2008-03-01,SA,Male,Sentenced,ATSI,222
2008-03-01,SA,Male,Sentenced,Non-ATSI,945
2008-03-01,TAS,Female,Remanded,ATSI,4
2008-03-01,TAS,Female,Remanded,Non-ATSI,6
2008-03-01,TAS,Female,Sentenced,ATSI,4
2008-03-01,TAS,Female,Sentenced,Non-ATSI,21
2008-03-01,TAS,Male,Remanded,ATSI,10
2008-03-01,TAS,Male,Remanded,Non-ATSI,93
2008-03-01,TAS,Male,Sentenced,ATSI,47
2008-03-01,TAS,Male,Sentenced,Non-ATSI,333
2008-03-01,VIC,Female,Remanded,ATSI,5
2008-03-01,VIC,Female,Remanded,Non-ATSI,46
2008-03-01,VIC,Female,Sentenced,ATSI,11
2008-03-01,VIC,Female,Sentenced,Non-ATSI,174
2008-03-01,VIC,Male,Remanded,ATSI,46
2008-03-01,VIC,Male,Remanded,Non-ATSI,698
2008-03-01,VIC,Male,Sentenced,ATSI,174
2008-03-01,VIC,Male,Sentenced,Non-ATSI,2957
2008-03-01,WA,Female,Remanded,ATSI,37
2008-03-01,WA,Female,Remanded,Non-ATSI,27
2008-03-01,WA,Female,Sentenced,ATSI,123
2008-03-01,WA,Female,Sentenced,Non-ATSI,110
2008-03-01,WA,Male,Remanded,ATSI,259
2008-03-01,WA,Male,Remanded,Non-ATSI,399
2008-03-01,WA,Male,Sentenced,ATSI,1134
2008-03-01,WA,Male,Sentenced,Non-ATSI,1659
2008-06-01,ACT,Female,Remanded,ATSI,2
2008-06-01,ACT,Female,Remanded,Non-ATSI,5
2008-06-01,ACT,Female,Sentenced,ATSI,1
2008-06-01,ACT,Female,Sentenced,Non-ATSI,7
2008-06-01,ACT,Male,Remanded,ATSI,12
2008-06-01,ACT,Male,Remanded,Non-ATSI,67
2008-06-01,ACT,Male,Sentenced,ATSI,8
2008-06-01,ACT,Male,Sentenced,Non-ATSI,76
2008-06-01,NSW,Female,Remanded,ATSI,64
2008-06-01,NSW,Female,Remanded,Non-ATSI,144
2008-06-01,NSW,Female,Sentenced,ATSI,162
2008-06-01,NSW,Female,Sentenced,Non-ATSI,323
2008-06-01,NSW,Male,Remanded,ATSI,442
2008-06-01,NSW,Male,Remanded,Non-ATSI,1921
2008-06-01,NSW,Male,Sentenced,ATSI,1382
2008-06-01,NSW,Male,Sentenced,Non-ATSI,5321
2008-06-01,NT,Female,Remanded,ATSI,8
2008-06-01,NT,Female,Remanded,Non-ATSI,2
2008-06-01,NT,Female,Sentenced,ATSI,24
2008-06-01,NT,Female,Sentenced,Non-ATSI,6
2008-06-01,NT,Male,Remanded,ATSI,155
2008-06-01,NT,Male,Remanded,Non-ATSI,32
2008-06-01,NT,Male,Sentenced,ATSI,556
2008-06-01,NT,Male,Sentenced,Non-ATSI,123
2008-06-01,QLD,Female,Remanded,ATSI,39
2008-06-01,QLD,Female,Remanded,Non-ATSI,64
2008-06-01,QLD,Female,Sentenced,ATSI,71
2008-06-01,QLD,Female,Sentenced,Non-ATSI,232
2008-06-01,QLD,Male,Remanded,ATSI,316
2008-06-01,QLD,Male,Remanded,Non-ATSI,836
2008-06-01,QLD,Male,Sentenced,ATSI,1087
2008-06-01,QLD,Male,Sentenced,Non-ATSI,2901
2008-06-01,SA,Female,Remanded,ATSI,16
2008-06-01,SA,Female,Remanded,Non-ATSI,43
2008-06-01,SA,Female,Sentenced,ATSI,13
2008-06-01,SA,Female,Sentenced,Non-ATSI,54
2008-06-01,SA,Male,Remanded,ATSI,166
2008-06-01,SA,Male,Remanded,Non-ATSI,421
2008-06-01,SA,Male,Sentenced,ATSI,235
2008-06-01,SA,Male,Sentenced,Non-ATSI,963
2008-06-01,TAS,Female,Remanded,ATSI,3
2008-06-01,TAS,Female,Remanded,Non-ATSI,10
2008-06-01,TAS,Female,Sentenced,ATSI,4
2008-06-01,TAS,Female,Sentenced,Non-ATSI,21
2008-06-01,TAS,Male,Remanded,ATSI,12
2008-06-01,TAS,Male,Remanded,Non-ATSI,92
2008-06-01,TAS,Male,Sentenced,ATSI,47
2008-06-01,TAS,Male,Sentenced,Non-ATSI,346
2008-06-01,VIC,Female,Remanded,ATSI,5
2008-06-01,VIC,Female,Remanded,Non-ATSI,57
2008-06-01,VIC,Female,Sentenced,ATSI,10
2008-06-01,VIC,Female,Sentenced,Non-ATSI,166
2008-06-01,VIC,Male,Remanded,ATSI,48
2008-06-01,VIC,Male,Remanded,Non-ATSI,745
2008-06-01,VIC,Male,Sentenced,ATSI,174
2008-06-01,VIC,Male,Sentenced,Non-ATSI,2971
2008-06-01,WA,Female,Remanded,ATSI,28
2008-06-01,WA,Female,Remanded,Non-ATSI,28
2008-06-01,WA,Female,Sentenced,ATSI,105
2008-06-01,WA,Female,Sentenced,Non-ATSI,97
2008-06-01,WA,Male,Remanded,ATSI,291
2008-06-01,WA,Male,Remanded,Non-ATSI,410
2008-06-01,WA,Male,Sentenced,ATSI,1106
2008-06-01,WA,Male,Sentenced,Non-ATSI,1657
2008-09-01,ACT,Female,Remanded,ATSI,3
2008-09-01,ACT,Female,Remanded,Non-ATSI,6
2008-09-01,ACT,Female,Sentenced,ATSI,0
2008-09-01,ACT,Female,Sentenced,Non-ATSI,3
2008-09-01,ACT,Male,Remanded,ATSI,12
2008-09-01,ACT,Male,Remanded,Non-ATSI,71
2008-09-01,ACT,Male,Sentenced,ATSI,7
2008-09-01,ACT,Male,Sentenced,Non-ATSI,58
2008-09-01,NSW,Female,Remanded,ATSI,49
2008-09-01,NSW,Female,Remanded,Non-ATSI,152
2008-09-01,NSW,Female,Sentenced,ATSI,165
2008-09-01,NSW,Female,Sentenced,Non-ATSI,349
2008-09-01,NSW,Male,Remanded,ATSI,413
2008-09-01,NSW,Male,Remanded,Non-ATSI,1909
2008-09-01,NSW,Male,Sentenced,ATSI,1463
2008-09-01,NSW,Male,Sentenced,Non-ATSI,5440
2008-09-01,NT,Female,Remanded,ATSI,14
2008-09-01,NT,Female,Remanded,Non-ATSI,2
2008-09-01,NT,Female,Sentenced,ATSI,25
2008-09-01,NT,Female,Sentenced,Non-ATSI,6
2008-09-01,NT,Male,Remanded,ATSI,163
2008-09-01,NT,Male,Remanded,Non-ATSI,36
2008-09-01,NT,Male,Sentenced,ATSI,578
2008-09-01,NT,Male,Sentenced,Non-ATSI,121
2008-09-01,QLD,Female,Remanded,ATSI,39
2008-09-01,QLD,Female,Remanded,Non-ATSI,70
2008-09-01,QLD,Female,Sentenced,ATSI,83
2008-09-01,QLD,Female,Sentenced,Non-ATSI,241
2008-09-01,QLD,Male,Remanded,ATSI,302
2008-09-01,QLD,Male,Remanded,Non-ATSI,829
2008-09-01,QLD,Male,Sentenced,ATSI,1066
2008-09-01,QLD,Male,Sentenced,Non-ATSI,2932
2008-09-01,SA,Female,Remanded,ATSI,15
2008-09-01,SA,Female,Remanded,Non-ATSI,49
2008-09-01,SA,Female,Sentenced,ATSI,11
2008-09-01,SA,Female,Sentenced,Non-ATSI,52
2008-09-01,SA,Male,Remanded,ATSI,138
2008-09-01,SA,Male,Remanded,Non-ATSI,464
2008-09-01,SA,Male,Sentenced,ATSI,237
2008-09-01,SA,Male,Sentenced,Non-ATSI,994
2008-09-01,TAS,Female,Remanded,ATSI,1
2008-09-01,TAS,Female,Remanded,Non-ATSI,8
2008-09-01,TAS,Female,Sentenced,ATSI,8
2008-09-01,TAS,Female,Sentenced,Non-ATSI,24
2008-09-01,TAS,Male,Remanded,ATSI,12
2008-09-01,TAS,Male,Remanded,Non-ATSI,91
2008-09-01,TAS,Male,Sentenced,ATSI,47
2008-09-01,TAS,Male,Sentenced,Non-ATSI,328
2008-09-01,VIC,Female,Remanded,ATSI,7
2008-09-01,VIC,Female,Remanded,Non-ATSI,54
2008-09-01,VIC,Female,Sentenced,ATSI,10
2008-09-01,VIC,Female,Sentenced,Non-ATSI,179
2008-09-01,VIC,Male,Remanded,ATSI,44
2008-09-01,VIC,Male,Remanded,Non-ATSI,721
2008-09-01,VIC,Male,Sentenced,ATSI,192
2008-09-01,VIC,Male,Sentenced,Non-ATSI,3077
2008-09-01,WA,Female,Remanded,ATSI,34
2008-09-01,WA,Female,Remanded,Non-ATSI,40
2008-09-01,WA,Female,Sentenced,ATSI,105
2008-09-01,WA,Female,Sentenced,Non-ATSI,102
2008-09-01,WA,Male,Remanded,ATSI,279
2008-09-01,WA,Male,Remanded,Non-ATSI,437
2008-09-01,WA,Male,Sentenced,ATSI,1161
2008-09-01,WA,Male,Sentenced,Non-ATSI,1669
2008-12-01,ACT,Female,Remanded,ATSI,2
2008-12-01,ACT,Female,Remanded,Non-ATSI,7
2008-12-01,ACT,Female,Sentenced,ATSI,1
2008-12-01,ACT,Female,Sentenced,Non-ATSI,4
2008-12-01,ACT,Male,Remanded,ATSI,14
2008-12-01,ACT,Male,Remanded,Non-ATSI,84
2008-12-01,ACT,Male,Sentenced,ATSI,9
2008-12-01,ACT,Male,Sentenced,Non-ATSI,52
2008-12-01,NSW,Female,Remanded,ATSI,55
2008-12-01,NSW,Female,Remanded,Non-ATSI,153
2008-12-01,NSW,Female,Sentenced,ATSI,150
2008-12-01,NSW,Female,Sentenced,Non-ATSI,374
2008-12-01,NSW,Male,Remanded,ATSI,431
2008-12-01,NSW,Male,Remanded,Non-ATSI,1893
2008-12-01,NSW,Male,Sentenced,ATSI,1441
2008-12-01,NSW,Male,Sentenced,Non-ATSI,5434
2008-12-01,NT,Female,Remanded,ATSI,13
2008-12-01,NT,Female,Remanded,Non-ATSI,2
2008-12-01,NT,Female,Sentenced,ATSI,27
2008-12-01,NT,Female,Sentenced,Non-ATSI,5
2008-12-01,NT,Male,Remanded,ATSI,169
2008-12-01,NT,Male,Remanded,Non-ATSI,44
2008-12-01,NT,Male,Sentenced,ATSI,594
2008-12-01,NT,Male,Sentenced,Non-ATSI,119
2008-12-01,QLD,Female,Remanded,ATSI,28
2008-12-01,QLD,Female,Remanded,Non-ATSI,62
2008-12-01,QLD,Female,Sentenced,ATSI,86
2008-12-01,QLD,Female,Sentenced,Non-ATSI,267
2008-12-01,QLD,Male,Remanded,ATSI,265
2008-12-01,QLD,Male,Remanded,Non-ATSI,796
2008-12-01,QLD,Male,Sentenced,ATSI,1069
2008-12-01,QLD,Male,Sentenced,Non-ATSI,3017
2008-12-01,SA,Female,Remanded,ATSI,13
2008-12-01,SA,Female,Remanded,Non-ATSI,44
2008-12-01,SA,Female,Sentenced,ATSI,12
2008-12-01,SA,Female,Sentenced,Non-ATSI,49
2008-12-01,SA,Male,Remanded,ATSI,156
2008-12-01,SA,Male,Remanded,Non-ATSI,427
2008-12-01,SA,Male,Sentenced,ATSI,228
2008-12-01,SA,Male,Sentenced,Non-ATSI,998
2008-12-01,TAS,Female,Remanded,ATSI,1
2008-12-01,TAS,Female,Remanded,Non-ATSI,6
2008-12-01,TAS,Female,Sentenced,ATSI,6
2008-12-01,TAS,Female,Sentenced,Non-ATSI,21
2008-12-01,TAS,Male,Remanded,ATSI,15
